radboudsource,sourceguid,target,targetguid,targetlabel
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-6811558,http://identifiers.org/reactome/R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-8866910,http://identifiers.org/reactome/R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-9009391,http://identifiers.org/reactome/R-HSA-9009391,Extra-nuclear estrogen signaling
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-9609690,http://identifiers.org/reactome/R-HSA-9609690,HCMV Early Events
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-8856825,http://identifiers.org/reactome/R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-8856828,http://identifiers.org/reactome/R-HSA-8856828,Clathrin-mediated endocytosis
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-5673001,http://identifiers.org/reactome/R-HSA-5673001,RAF/MAP kinase cascade
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-1227986,http://identifiers.org/reactome/R-HSA-1227986,Signaling by ERBB2
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-1236382,http://identifiers.org/reactome/R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-1250196,http://identifiers.org/reactome/R-HSA-1250196,SHC1 events in ERBB2 signaling
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-1251932,http://identifiers.org/reactome/R-HSA-1251932,PLCG1 events in ERBB2 signaling
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-177929,http://identifiers.org/reactome/R-HSA-177929,Signaling by EGFR
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-179812,http://identifiers.org/reactome/R-HSA-179812,GRB2 events in EGFR signaling
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-180292,http://identifiers.org/reactome/R-HSA-180292,GAB1 signalosome
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-180336,http://identifiers.org/reactome/R-HSA-180336,SHC1 events in EGFR signaling
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-182971,http://identifiers.org/reactome/R-HSA-182971,EGFR downregulation
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-1963640,http://identifiers.org/reactome/R-HSA-1963640,GRB2 events in ERBB2 signaling
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-1963642,http://identifiers.org/reactome/R-HSA-1963642,PI3K events in ERBB2 signaling
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-212718,http://identifiers.org/reactome/R-HSA-212718,EGFR interacts with phospholipase C-gamma
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-2179392,http://identifiers.org/reactome/R-HSA-2179392,EGFR Transactivation by Gastrin
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-445144,http://identifiers.org/reactome/R-HSA-445144,Signal transduction by L1
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-5637810,http://identifiers.org/reactome/R-HSA-5637810,Constitutive Signaling by EGFRvIII
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-5638303,http://identifiers.org/reactome/R-HSA-5638303,Inhibition of Signaling by Overexpressed EGFR
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-6785631,http://identifiers.org/reactome/R-HSA-6785631,ERBB2 Regulates Cell Motility
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-8847993,http://identifiers.org/reactome/R-HSA-8847993,ERBB2 Activates PTK6 Signaling
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-8857538,http://identifiers.org/reactome/R-HSA-8857538,PTK6 promotes HIF1A stabilization
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-8863795,http://identifiers.org/reactome/R-HSA-8863795,Downregulation of ERBB2 signaling
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-9013507,http://identifiers.org/reactome/R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-9634638,http://identifiers.org/reactome/R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-9664565,http://identifiers.org/reactome/R-HSA-9664565,Signaling by ERBB2 KD Mutants
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-9665348,http://identifiers.org/reactome/R-HSA-9665348,Signaling by ERBB2 ECD mutants
ENSG00000146648,http://purl.uniprot.org/uniprot/P07942,R-HSA-9665686,http://identifiers.org/reactome/R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-2022090,http://identifiers.org/reactome/R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-2214320,http://identifiers.org/reactome/R-HSA-2214320,Anchoring fibril formation
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-3000171,http://identifiers.org/reactome/R-HSA-3000171,Non-integrin membrane-ECM interactions
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-8874081,http://identifiers.org/reactome/R-HSA-8874081,MET activates PTK2 signaling
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-6785807,http://identifiers.org/reactome/R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-202733,http://identifiers.org/reactome/R-HSA-202733,Cell surface interactions at the vascular wall
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-198933,http://identifiers.org/reactome/R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-3000178,http://identifiers.org/reactome/R-HSA-3000178,ECM proteoglycans
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-76009,http://identifiers.org/reactome/R-HSA-76009,Platelet Aggregation (Plug Formation)
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-114604,http://identifiers.org/reactome/R-HSA-114604,GPVI-mediated activation cascade
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-1442490,http://identifiers.org/reactome/R-HSA-1442490,Collagen degradation
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-1474244,http://identifiers.org/reactome/R-HSA-1474244,Extracellular matrix organization
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-1650814,http://identifiers.org/reactome/R-HSA-1650814,Collagen biosynthesis and modifying enzymes
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-216083,http://identifiers.org/reactome/R-HSA-216083,Integrin cell surface interactions
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-2243919,http://identifiers.org/reactome/R-HSA-2243919,Crosslinking of collagen fibrils
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-3000170,http://identifiers.org/reactome/R-HSA-3000170,Syndecan interactions
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-3000480,http://identifiers.org/reactome/R-HSA-3000480,Scavenging by Class A Receptors
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-430116,http://identifiers.org/reactome/R-HSA-430116,GP1b-IX-V activation signalling
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-75892,http://identifiers.org/reactome/R-HSA-75892,Platelet Adhesion to exposed collagen
ENSG00000164692,http://purl.uniprot.org/uniprot/P27338,R-HSA-8948216,http://identifiers.org/reactome/R-HSA-8948216,Collagen chain trimerization
ENSG00000166501,http://purl.uniprot.org/uniprot/P48551,R-HSA-416993,http://identifiers.org/reactome/R-HSA-416993,Trafficking of GluR2-containing AMPA receptors
ENSG00000166501,http://purl.uniprot.org/uniprot/P48551,R-HSA-114516,http://identifiers.org/reactome/R-HSA-114516,Disinhibition of SNARE formation
ENSG00000166501,http://purl.uniprot.org/uniprot/P48551,R-HSA-1169091,http://identifiers.org/reactome/R-HSA-1169091,Activation of NF-kappaB in B cells
ENSG00000166501,http://purl.uniprot.org/uniprot/P48551,R-HSA-418597,http://identifiers.org/reactome/R-HSA-418597,G alpha (z) signalling events
ENSG00000166501,http://purl.uniprot.org/uniprot/P48551,R-HSA-4419969,http://identifiers.org/reactome/R-HSA-4419969,Depolymerization of the Nuclear Lamina
ENSG00000166501,http://purl.uniprot.org/uniprot/P48551,R-HSA-5099900,http://identifiers.org/reactome/R-HSA-5099900,WNT5A-dependent internalization of FZD4
ENSG00000166501,http://purl.uniprot.org/uniprot/P48551,R-HSA-5218921,http://identifiers.org/reactome/R-HSA-5218921,VEGFR2 mediated cell proliferation
ENSG00000166501,http://purl.uniprot.org/uniprot/P48551,R-HSA-5668599,http://identifiers.org/reactome/R-HSA-5668599,RHO GTPases Activate NADPH Oxidases
ENSG00000166501,http://purl.uniprot.org/uniprot/P48551,R-HSA-76005,http://identifiers.org/reactome/R-HSA-76005,Response to elevated platelet cytosolic Ca2+
ENSG00000166501,http://purl.uniprot.org/uniprot/P48551,R-HSA-8939246,http://identifiers.org/reactome/R-HSA-8939246,RUNX1 regulates transcription of genes involved in differentiation of myeloid cells
ENSG00000168065,http://purl.uniprot.org/uniprot/P51970,R-HSA-561048,http://identifiers.org/reactome/R-HSA-561048,Organic anion transport
ENSG00000168539,http://purl.uniprot.org/uniprot/P08123,R-HSA-416476,http://identifiers.org/reactome/R-HSA-416476,G alpha (q) signalling events
ENSG00000168539,http://purl.uniprot.org/uniprot/P08123,R-HSA-390648,http://identifiers.org/reactome/R-HSA-390648,Muscarinic acetylcholine receptors
ENSG00000169418,http://purl.uniprot.org/uniprot/Q99062,R-HSA-5578768,http://identifiers.org/reactome/R-HSA-5578768,Physiological factors
ENSG00000171105,http://purl.uniprot.org/uniprot/P05106,R-HSA-6811558,http://identifiers.org/reactome/R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
ENSG00000171105,http://purl.uniprot.org/uniprot/P05106,R-HSA-74713,http://identifiers.org/reactome/R-HSA-74713,IRS activation
ENSG00000171105,http://purl.uniprot.org/uniprot/P05106,R-HSA-74749,http://identifiers.org/reactome/R-HSA-74749,Signal attenuation
ENSG00000171105,http://purl.uniprot.org/uniprot/P05106,R-HSA-74751,http://identifiers.org/reactome/R-HSA-74751,Insulin receptor signalling cascade
ENSG00000171105,http://purl.uniprot.org/uniprot/P05106,R-HSA-74752,http://identifiers.org/reactome/R-HSA-74752,Signaling by Insulin receptor
ENSG00000171105,http://purl.uniprot.org/uniprot/P05106,R-HSA-77387,http://identifiers.org/reactome/R-HSA-77387,Insulin receptor recycling
ENSG00000171189,http://purl.uniprot.org/uniprot/P35354,R-HSA-451307,http://identifiers.org/reactome/R-HSA-451307,Activation of Na-permeable kainate receptors
ENSG00000171189,http://purl.uniprot.org/uniprot/P35354,R-HSA-451308,http://identifiers.org/reactome/R-HSA-451308,Activation of Ca-permeable Kainate Receptor
ENSG00000175868,http://purl.uniprot.org/uniprot/Q01344,R-HSA-418555,http://identifiers.org/reactome/R-HSA-418555,G alpha (s) signalling events
ENSG00000175868,http://purl.uniprot.org/uniprot/Q01344,R-HSA-419812,http://identifiers.org/reactome/R-HSA-419812,Calcitonin-like ligand receptors
ENSG00000175868,http://purl.uniprot.org/uniprot/Q01344,R-HSA-9660821,http://identifiers.org/reactome/R-HSA-9660821,ADORA2B mediated anti-inflammatory cytokines production
ENSG00000176387,http://purl.uniprot.org/uniprot/Q14524,R-HSA-194002,http://identifiers.org/reactome/R-HSA-194002,Glucocorticoid biosynthesis
ENSG00000176890,http://purl.uniprot.org/uniprot/P01258,R-HSA-499943,http://identifiers.org/reactome/R-HSA-499943,Interconversion of nucleotide di- and triphosphates
ENSG00000176890,http://purl.uniprot.org/uniprot/P01258,R-HSA-69205,http://identifiers.org/reactome/R-HSA-69205,G1/S-Specific Transcription
ENSG00000182326,http://purl.uniprot.org/uniprot/P35348,R-HSA-977606,http://identifiers.org/reactome/R-HSA-977606,Regulation of Complement cascade
ENSG00000182326,http://purl.uniprot.org/uniprot/P35348,R-HSA-166663,http://identifiers.org/reactome/R-HSA-166663,Initial triggering of complement
ENSG00000182326,http://purl.uniprot.org/uniprot/P35348,R-HSA-173623,http://identifiers.org/reactome/R-HSA-173623,Classical antibody-mediated complement activation
ENSG00000182578,http://purl.uniprot.org/uniprot/O00555,R-HSA-449836,http://identifiers.org/reactome/R-HSA-449836,Other interleukin signaling
ENSG00000182578,http://purl.uniprot.org/uniprot/O00555,R-HSA-8853884,http://identifiers.org/reactome/R-HSA-8853884,Transcriptional Regulation by VENTX
ENSG00000186090,http://purl.uniprot.org/uniprot/P04818,R-HSA-112314,http://identifiers.org/reactome/R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-9619665,http://identifiers.org/reactome/R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-9679191,http://identifiers.org/reactome/R-HSA-9679191,Potential therapeutics for SARS
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-9022699,http://identifiers.org/reactome/R-HSA-9022699,MECP2 regulates neuronal receptors and channels
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-2122947,http://identifiers.org/reactome/R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-2644606,http://identifiers.org/reactome/R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-2894862,http://identifiers.org/reactome/R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-350054,http://identifiers.org/reactome/R-HSA-350054,Notch-HLH transcription pathway
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-4551638,http://identifiers.org/reactome/R-HSA-4551638,SUMOylation of chromatin organization proteins
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-193670,http://identifiers.org/reactome/R-HSA-193670,p75NTR negatively regulates cell cycle via SC1
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-3214815,http://identifiers.org/reactome/R-HSA-3214815,HDACs deacetylate histones
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-427389,http://identifiers.org/reactome/R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-427413,http://identifiers.org/reactome/R-HSA-427413,NoRC negatively regulates rRNA expression
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-6804758,http://identifiers.org/reactome/R-HSA-6804758,Regulation of TP53 Activity through Acetylation
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-73762,http://identifiers.org/reactome/R-HSA-73762,RNA Polymerase I Transcription Initiation
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-8943724,http://identifiers.org/reactome/R-HSA-8943724,Regulation of PTEN gene transcription
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-9022692,http://identifiers.org/reactome/R-HSA-9022692,Regulation of MECP2 expression and activity
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-9615017,http://identifiers.org/reactome/R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes"
ENSG00000196591,http://purl.uniprot.org/uniprot/P10600,R-HSA-983231,http://identifiers.org/reactome/R-HSA-983231,Factors involved in megakaryocyte development and platelet production
ENSG00000198695,http://purl.uniprot.org/uniprot/O43497,R-HSA-611105,http://identifiers.org/reactome/R-HSA-611105,Respiratory electron transport
ENSG00000198695,http://purl.uniprot.org/uniprot/O43497,R-HSA-6799198,http://identifiers.org/reactome/R-HSA-6799198,Complex I biogenesis
ENSG00000213619,http://purl.uniprot.org/uniprot/P05129,R-HSA-611105,http://identifiers.org/reactome/R-HSA-611105,Respiratory electron transport
ENSG00000213619,http://purl.uniprot.org/uniprot/P05129,R-HSA-6799198,http://identifiers.org/reactome/R-HSA-6799198,Complex I biogenesis
ENSG00000232810,http://purl.uniprot.org/uniprot/P30531,R-HSA-6785807,http://identifiers.org/reactome/R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling
ENSG00000232810,http://purl.uniprot.org/uniprot/P30531,R-HSA-381340,http://identifiers.org/reactome/R-HSA-381340,Transcriptional regulation of white adipocyte differentiation
ENSG00000232810,http://purl.uniprot.org/uniprot/P30531,R-HSA-5357786,http://identifiers.org/reactome/R-HSA-5357786,TNFR1-induced proapoptotic signaling
ENSG00000232810,http://purl.uniprot.org/uniprot/P30531,R-HSA-5357905,http://identifiers.org/reactome/R-HSA-5357905,Regulation of TNFR1 signaling
ENSG00000232810,http://purl.uniprot.org/uniprot/P30531,R-HSA-5357956,http://identifiers.org/reactome/R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway
ENSG00000232810,http://purl.uniprot.org/uniprot/P30531,R-HSA-5626978,http://identifiers.org/reactome/R-HSA-5626978,TNFR1-mediated ceramide production
ENSG00000232810,http://purl.uniprot.org/uniprot/P30531,R-HSA-5668541,http://identifiers.org/reactome/R-HSA-5668541,TNFR2 non-canonical NF-kB pathway
ENSG00000232810,http://purl.uniprot.org/uniprot/P30531,R-HSA-6783783,http://identifiers.org/reactome/R-HSA-6783783,Interleukin-10 signaling
ENSG00000232810,http://purl.uniprot.org/uniprot/P30531,R-HSA-75893,http://identifiers.org/reactome/R-HSA-75893,TNF signaling
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-1445148,http://identifiers.org/reactome/R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-190840,http://identifiers.org/reactome/R-HSA-190840,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-190861,http://identifiers.org/reactome/R-HSA-190861,Gap junction assembly
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-2132295,http://identifiers.org/reactome/R-HSA-2132295,MHC class II antigen presentation
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-2467813,http://identifiers.org/reactome/R-HSA-2467813,Separation of Sister Chromatids
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-2500257,http://identifiers.org/reactome/R-HSA-2500257,Resolution of Sister Chromatid Cohesion
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-3371497,http://identifiers.org/reactome/R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-380320,http://identifiers.org/reactome/R-HSA-380320,Recruitment of NuMA to mitotic centrosomes
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-437239,http://identifiers.org/reactome/R-HSA-437239,Recycling pathway of L1
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-5617833,http://identifiers.org/reactome/R-HSA-5617833,Cilium Assembly
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-5626467,http://identifiers.org/reactome/R-HSA-5626467,RHO GTPases activate IQGAPs
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-5663220,http://identifiers.org/reactome/R-HSA-5663220,RHO GTPases Activate Formins
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-6807878,http://identifiers.org/reactome/R-HSA-6807878,COPI-mediated anterograde transport
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-6811434,http://identifiers.org/reactome/R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-6811436,http://identifiers.org/reactome/R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-68877,http://identifiers.org/reactome/R-HSA-68877,Mitotic Prometaphase
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-8852276,http://identifiers.org/reactome/R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-8955332,http://identifiers.org/reactome/R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-9609690,http://identifiers.org/reactome/R-HSA-9609690,HCMV Early Events
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-9609736,http://identifiers.org/reactome/R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-9619483,http://identifiers.org/reactome/R-HSA-9619483,Activation of AMPK downstream of NMDARs
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-9646399,http://identifiers.org/reactome/R-HSA-9646399,Aggrephagy
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-9648025,http://identifiers.org/reactome/R-HSA-9648025,EML4 and NUDC in mitotic spindle formation
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-9668328,http://identifiers.org/reactome/R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III
ENSG00000261456,http://purl.uniprot.org/uniprot/Q71U36,R-HSA-983189,http://identifiers.org/reactome/R-HSA-983189,Kinesins
ENSG00000073756,http://purl.uniprot.org/uniprot/P14778,R-HSA-6785807,http://identifiers.org/reactome/R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling
ENSG00000073756,http://purl.uniprot.org/uniprot/P14778,R-HSA-9027604,http://identifiers.org/reactome/R-HSA-9027604,Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives
ENSG00000073756,http://purl.uniprot.org/uniprot/P14778,R-HSA-6783783,http://identifiers.org/reactome/R-HSA-6783783,Interleukin-10 signaling
ENSG00000073756,http://purl.uniprot.org/uniprot/P14778,R-HSA-197264,http://identifiers.org/reactome/R-HSA-197264,Nicotinamide salvage
ENSG00000073756,http://purl.uniprot.org/uniprot/P14778,R-HSA-2142770,http://identifiers.org/reactome/R-HSA-2142770,Synthesis of 15-eicosatetraenoic acid derivatives
ENSG00000073756,http://purl.uniprot.org/uniprot/P14778,R-HSA-2162123,http://identifiers.org/reactome/R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
ENSG00000073756,http://purl.uniprot.org/uniprot/P14778,R-HSA-9018677,http://identifiers.org/reactome/R-HSA-9018677,Biosynthesis of DHA-derived SPMs
ENSG00000073756,http://purl.uniprot.org/uniprot/P14778,R-HSA-9018679,http://identifiers.org/reactome/R-HSA-9018679,Biosynthesis of EPA-derived SPMs
ENSG00000073756,http://purl.uniprot.org/uniprot/P14778,R-HSA-9025094,http://identifiers.org/reactome/R-HSA-9025094,Biosynthesis of DPAn-3 SPMs
ENSG00000089558,http://purl.uniprot.org/uniprot/Q03721,R-HSA-1296072,http://identifiers.org/reactome/R-HSA-1296072,Voltage gated Potassium channels
ENSG00000100479,http://purl.uniprot.org/uniprot/P05107,R-HSA-110314,http://identifiers.org/reactome/R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex
ENSG00000100479,http://purl.uniprot.org/uniprot/P05107,R-HSA-5651801,http://identifiers.org/reactome/R-HSA-5651801,PCNA-Dependent Long Patch Base Excision Repair
ENSG00000100479,http://purl.uniprot.org/uniprot/P05107,R-HSA-5656169,http://identifiers.org/reactome/R-HSA-5656169,Termination of translesion DNA synthesis
ENSG00000100479,http://purl.uniprot.org/uniprot/P05107,R-HSA-5685942,http://identifiers.org/reactome/R-HSA-5685942,HDR through Homologous Recombination (HRR)
ENSG00000100479,http://purl.uniprot.org/uniprot/P05107,R-HSA-5696397,http://identifiers.org/reactome/R-HSA-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER
ENSG00000100479,http://purl.uniprot.org/uniprot/P05107,R-HSA-5696400,http://identifiers.org/reactome/R-HSA-5696400,Dual Incision in GG-NER
ENSG00000100479,http://purl.uniprot.org/uniprot/P05107,R-HSA-6782135,http://identifiers.org/reactome/R-HSA-6782135,Dual incision in TC-NER
ENSG00000100479,http://purl.uniprot.org/uniprot/P05107,R-HSA-6782210,http://identifiers.org/reactome/R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER
ENSG00000100479,http://purl.uniprot.org/uniprot/P05107,R-HSA-68952,http://identifiers.org/reactome/R-HSA-68952,DNA replication initiation
ENSG00000100479,http://purl.uniprot.org/uniprot/P05107,R-HSA-68962,http://identifiers.org/reactome/R-HSA-68962,Activation of the pre-replicative complex
ENSG00000115594,http://purl.uniprot.org/uniprot/P20648,R-HSA-9679191,http://identifiers.org/reactome/R-HSA-9679191,Potential therapeutics for SARS
ENSG00000115594,http://purl.uniprot.org/uniprot/P20648,R-HSA-9020702,http://identifiers.org/reactome/R-HSA-9020702,Interleukin-1 signaling
ENSG00000115594,http://purl.uniprot.org/uniprot/P20648,R-HSA-6783783,http://identifiers.org/reactome/R-HSA-6783783,Interleukin-10 signaling
ENSG00000115825,http://purl.uniprot.org/uniprot/P35354,R-HSA-1660661,http://identifiers.org/reactome/R-HSA-1660661,Sphingolipid de novo biosynthesis
ENSG00000121594,http://purl.uniprot.org/uniprot/P02462,R-HSA-1257604,http://identifiers.org/reactome/R-HSA-1257604,PIP3 activates AKT signaling
ENSG00000121594,http://purl.uniprot.org/uniprot/P02462,R-HSA-2219530,http://identifiers.org/reactome/R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer
ENSG00000121594,http://purl.uniprot.org/uniprot/P02462,R-HSA-6811558,http://identifiers.org/reactome/R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
ENSG00000121594,http://purl.uniprot.org/uniprot/P02462,R-HSA-6783783,http://identifiers.org/reactome/R-HSA-6783783,Interleukin-10 signaling
ENSG00000121594,http://purl.uniprot.org/uniprot/P02462,R-HSA-389356,http://identifiers.org/reactome/R-HSA-389356,Co-stimulation by CD28
ENSG00000121594,http://purl.uniprot.org/uniprot/P02462,R-HSA-389357,http://identifiers.org/reactome/R-HSA-389357,CD28 dependent PI3K/Akt signaling
ENSG00000121594,http://purl.uniprot.org/uniprot/P02462,R-HSA-389359,http://identifiers.org/reactome/R-HSA-389359,CD28 dependent Vav1 pathway
ENSG00000121594,http://purl.uniprot.org/uniprot/P02462,R-HSA-389513,http://identifiers.org/reactome/R-HSA-389513,Co-inhibition by CTLA4
